OBJECTID,ID,Name,Type,Street,Town,OwnerTyp,ConsType,ConsJuri,Steward,Playground,Ball Field,Soccer Field,Football Field,Multi-use Field,Basketball Court,Tennis,Volleyball Court,Track,Skate Park,IH_Rink,SH_Rink,Golf,Fishing,Boating,Hunting,Trails,Beach,Pool,Active Rec,Rest Room,Walking Path,Bike Path,State Grant,LWCF Grant,Lon,Lat,Short Summary,About Links,Map Links
386,386,Squantum Woods Grove,Local Park,Veterans Memorial,East Providence,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.369868,41.79452,Squantum Woods Grove is a Local Park located in East Providence,,
387,387,JT Owens Park,Local Park,Niantic,Providence,State,,,RI DEM,1,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.436846,41.793388,JT Owens Park is a Local Park located in Providence,,
392,392,Fay Memorial Field,Local Park,Dallas,Cranston,State,,,RI DEM,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.400307,41.770825,Fay Memorial Field is a Local Park located in Cranston,,
393,393,Meshanticut Park,State Park,Lakeview,Cranston,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.476043,41.768705,Meshanticut Park is a State Park located in Cranston,,
397,397,Walker Farm,Fishing / Boating,Wampanoag,Barrington,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.321676,41.753035,Walker Farm is a Fishing / Boating located in Barrington,,
400,400,Adams Playground,Local Park,Adams,Warwick,Municipal,,,Municipal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,Y,-71.397801,41.75852,Adams Playground is a Local Park located in Warwick,,
404,404,Haines Park,State Park,Haines Park,Barrington,State,,,RI DEM,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,Y,-71.346137,41.752324,Haines Park is a State Park located in Barrington,,
405,405,Salter Grove,Local Park,Narragansett,Warwick,State,,,RI DEM,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.383462,41.752861,Salter Grove is a Local Park located in Warwick,,
407,407,Hampdem Meadows Greenbelt,Conservation Area,Lafayette,Barrington,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Y,N,-71.299988,41.748182,Hampdem Meadows Greenbelt is a Conservation Area located in Barrington,,
416,416,Woody Lowden Recreation Center,Athletic Facility,Howard Hill,Foster,Municipal,,,Municipal,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,N,-71.718447,41.732505,Woody Lowden Recreation Center is a Athletic Facility located in Foster,,
425,425,Barrington Town Beach,Local Park,Bay,Barrington,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,N,-71.310193,41.722868,Barrington Town Beach is a Local Park located in Barrington,,
426,426,Warren Town Beach,Local Park,Water,Warren,Municipal,,,Municipal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.284957,41.722958,Warren Town Beach is a Local Park located in Warren,,
429,429,Conimicut Pt. Beach,Local Park,Point,Warwick,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,Y,-71.359739,41.716653,Conimicut Pt. Beach is a Local Park located in Warwick,,
438,438,Nicholas Farm,Management Area,Plainfield Pike,Coventry,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.772735,41.693422,Nicholas Farm is a Management Area located in Coventry,,
441,441,Gorton's Pond Beach,Local Park,Veterans Memorial,Warwick,Municipal,,,Municipal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Y,Y,-71.454803,41.703251,Gorton's Pond Beach is a Local Park located in Warwick,,
451,451,Bristol Junior-Senior High Sch.,School,Chestnut,Bristol,School,,,School,0,1,2,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.271656,41.688008,Bristol Junior-Senior High Sch. is a School located in Bristol,,
457,457,Colt State Park,State Park,Asylum,Bristol,State,,,RI DEM,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,N,N,-71.297466,41.677091,Colt State Park is a State Park located in Bristol,,
461,461,Big River Reservoir,Management Area,Burnt Sawmill,West Greenwich,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,N,N,-71.603853,41.634724,Big River Reservoir is a Management Area located in West Greenwich,,
464,464,Goddard Park,State Park,Ives,Warwick,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,N,Y,-71.437224,41.659248,Goddard Park is a State Park located in Warwick,,
467,467,North Prudence Island,Management Area,Neck Farm,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.343163,41.655907,North Prudence Island is a Management Area located in Portsmouth,,
469,469,Patience Island,Management Area,Neck Farm,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.360034,41.655659,Patience Island is a Management Area located in Portsmouth,,
473,473,East Greenwich Town Boat Launch,Local Park,Crompton,East Greenwich,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Y,Y,-71.448945,41.656709,East Greenwich Town Boat Launch is a Local Park located in East Greenwich,,
477,477,Boyds Marsh,Management Area,Bay View,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.243644,41.635719,Boyds Marsh is a Management Area located in Portsmouth,,
484,484,Teddy's Beach,Local Park,Point,Portsmouth,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,N,N,-71.219832,41.625416,Teddy's Beach is a Local Park located in Portsmouth,,
489,489,Portsmouth High School,School,Memorial,Portsmouth,School,,,School,0,4,2,1,4,3,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.251017,41.610826,Portsmouth High School is a School located in Portsmouth,,
490,490,Lehigh Hill Grove,State Park,Main,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.260299,41.611387,Lehigh Hill Grove is a State Park located in Portsmouth,,
495,495,Black Regiment Memorial Park,State Park,Musselbed Shoal,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.255141,41.633578,Black Regiment Memorial Park is a State Park located in Portsmouth,,
496,496,Devil's Foot Rock,Conservation Area,Post,North Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.456466,41.602625,Devil's Foot Rock is a Conservation Area located in North Kingstown,,
497,497,South Prudence Island,Management Area,Bunker,Portsmouth,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.323576,41.587923,South Prudence Island is a Management Area located in Portsmouth,,
500,500,Queen's Fort Historic Site,State Park,Lantern,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.522012,41.590329,Queen's Fort Historic Site is a State Park located in Exeter,,
501,501,Cocumscussoc Park,Conservation Area,Post Road,North Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,Y,-71.473153,41.58142,Cocumscussoc Park is a Conservation Area located in North Kingstown,,
502,502,Seapowet Marsh,Fishing / Boating,Seapowet,Tiverton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.209411,41.582185,Seapowet Marsh is a Fishing / Boating located in Tiverton,,
504,504,Beach Pond State Park,Fishing / Boating,Ten Rod,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,Y,-71.786376,41.574058,Beach Pond State Park is a Fishing / Boating located in Exeter,,
505,505,North Kingstown Town Boat Launch,Local Park,Flat Fish,North Kingstown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.4528,41.577877,North Kingstown Town Boat Launch is a Local Park located in North Kingstown,,
509,509,North Kingstown Town Beach,Local Park,Beach,North Kingstown,Municipal,,,Municipal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N,-71.443978,41.566693,North Kingstown Town Beach is a Local Park located in North Kingstown,,
510,510,Fogland Beach,Local Park,Three Rod,Tiverton,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,N,N,-71.21317,41.556254,Fogland Beach is a Local Park located in Tiverton,,
512,512,North Kingstown High School,School,Fairway,North Kingstown,School,,,School,0,2,3,1,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.446609,41.557092,North Kingstown High School is a School located in North Kingstown,,
513,513,Arcadia Management Area,Management Area,Ten Rod,Exeter,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,N,N,-71.724199,41.580835,Arcadia Management Area is a Management Area located in Exeter,,
515,515,Sandy Point Beach,Local Park,Sandy Point,Portsmouth,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,Y,-71.236275,41.553326,Sandy Point Beach is a Local Park located in Portsmouth,,
516,516,John H Chafee Rome Point Preserve,State Park,Boston Neck Road,North Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.431251,41.540186,John H Chafee Rome Point Preserve is a State Park located in North Kingstown,,
517,517,May C. Donovan Marsh,Conservation Area,Francis,Little Compton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.20302,41.544938,May C. Donovan Marsh is a Conservation Area located in Little Compton,,
520,520,Shady Lea,Conservation Area,Colonel Rodman,North Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.470316,41.540675,Shady Lea is a Conservation Area located in North Kingstown,,
522,522,Silver Spring Lake Fishing Area,Fishing / Boating,Silver Spring,North Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.470075,41.538213,Silver Spring Lake Fishing Area is a Fishing / Boating located in North Kingstown,,
523,523,Jamestown Shores Beach,Local Park,Seaside,Jamestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N,N,-71.38578,41.538237,Jamestown Shores Beach is a Local Park located in Jamestown,,
527,527,Rockville Management,Management Area,Canonchet,Hopkinton,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.757047,41.505938,Rockville Management is a Management Area located in Hopkinton,,
535,535,Van Zandt Pier,Local Park,Van Zandt,Newport,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Y,N,-71.322508,41.498414,Van Zandt Pier is a Local Park located in Newport,,
540,540,Hannah Robinson Tower,State Park,Bridgetown,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.455886,41.495048,Hannah Robinson Tower is a State Park located in South Kingstown,,
541,541,Little Compton Town Beach,Local Park,Shore,Little Compton,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.137782,41.493858,Little Compton Town Beach is a Local Park located in Little Compton,,
546,546,Carolina Management  Area,Management Area,Meadowbrook,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,N,N,-71.688523,41.469084,Carolina Management  Area is a Management Area located in Richmond,,
547,547,Second Beach,Local Park,Sachuest Point,Middletown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,Y,-71.257453,41.487652,Second Beach is a Local Park located in Middletown,,
548,548,Easton's Beach,Local Park,Memorial,Newport,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Y,Y,-71.291835,41.487953,Easton's Beach is a Local Park located in Newport,,
549,549,Jamestown Town Beach,Local Park,Beavertail,Jamestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N,N,-71.384106,41.488918,Jamestown Town Beach is a Local Park located in Jamestown,,
550,550,Purgatory Chasm,State Park,Tuckerman,Middletown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.268419,41.486814,Purgatory Chasm is a State Park located in Middletown,,
552,552,Great Swamp Management Area,Management Area,Great Neck,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.578053,41.464671,Great Swamp Management Area is a Management Area located in South Kingstown,,
553,553,Cliff Walk,Local Park,Narragansett,Newport,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,Y,-71.297308,41.475895,Cliff Walk is a Local Park located in Newport,,
554,554,Fort Adams State Park,State Park,Fort Adams,Newport,State,,,RI DEM,0,0,3,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,N,Y,-71.338285,41.475328,Fort Adams State Park is a State Park located in Newport,,
555,555,Fort Wetherill,State Park,Fort Wetherill,Jamestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,Y,-71.365277,41.480219,Fort Wetherill is a State Park located in Jamestown,,
557,557,Rogers High School,School,Wickham,Newport,School,,,School,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.32054,41.46978,Rogers High School is a School located in Newport,,
560,560,Beavertail State Park,State Park,Beavertail,Jamestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,N,Y,-71.397029,41.456776,Beavertail State Park is a State Park located in Jamestown,,
561,561,Brenton Point Park,State Park,Atlantic,Newport,State,,,RI DEM,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,N,Y,-71.354434,41.451964,Brenton Point Park is a State Park located in Newport,,
562,562,Kings Beach,Fishing / Boating,Price's Neck,Newport,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N,Y,-71.342353,41.45436,Kings Beach is a Fishing / Boating located in Newport,,
563,563,Frank Fagan Park,Local Park,Dam,South Kingstown,Municipal,,,Municipal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,Y,-71.506856,41.453247,Frank Fagan Park is a Local Park located in South Kingstown,,
564,564,Chariho High School,School,Switch,Richmond,School,,,School,0,4,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.697339,41.450793,Chariho High School is a School located in Richmond,,
569,569,East Greenwich High School,Athletic Facility,Avenger,East Greenwich,Municipal,,,Municipal,1,3,4,2,4,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.483664,41.637105,East Greenwich High School is a Athletic Facility located in East Greenwich,,
570,570,World War II Park,Local Park,School,Woonsocket,Municipal,,,Municipal,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,N,Y,-71.509527,42.010035,World War II Park is a Local Park located in Woonsocket,,
571,571,Dunn Park,Local Park,Mason,Woonsocket,Municipal,,,Municipal,1,1,1,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,N,Y,-71.530589,41.997742,Dunn Park is a Local Park located in Woonsocket,,
574,574,Canonchet Farm,Conservation Area,Anne Hoxsie,Narragansett,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,N,Y,-71.460917,41.439648,Canonchet Farm is a Conservation Area located in Narragansett,,
576,576,Meadow Brook Pond,Fishing / Boating,Church,Richmond,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,N,N,-71.690172,41.438401,Meadow Brook Pond is a Fishing / Boating located in Richmond,,
577,577,Narragansett Town Beach,Local Park,Beach,Narragansett,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N,-71.455254,41.435606,Narragansett Town Beach is a Local Park located in Narragansett,,
580,580,Marina Park,Local Park,Salt Pond,South Kingstown,Municipal,,,Municipal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Y,N,-71.497271,41.428043,Marina Park is a Local Park located in South Kingstown,,
581,581,Narragansett High School,School,Pier,Narragansett,School,,,School,0,2,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.470566,41.429777,Narragansett High School is a School located in Narragansett,,
585,585,Scarborough State Beach,State Park,Ocean,Narragansett,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,Y,-71.472679,41.389702,Scarborough State Beach is a State Park located in Narragansett,,
586,586,Woody Hill Area,Management Area,Woody Hillension,Westerly,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,N,N,-71.745806,41.377377,Woody Hill Area is a Management Area located in Westerly,,
587,587,Newton Swamp,Management Area,Westerly-Bradford,Westerly,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.775346,41.381553,Newton Swamp is a Management Area located in Westerly,,
591,591,Fort Ninigret,State Park,Fort Ninigret,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,-71.647867,41.381112,Fort Ninigret is a State Park located in Charlestown,,
592,592,Burlingame Management Area,Management Area,Unnamed,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,N,N,-71.707536,41.404769,Burlingame Management Area is a Management Area located in Charlestown,,
595,595,Babcock Hall,Local Park,Ward,Westerly,School,,,School,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.820431,41.376328,Babcock Hall is a Local Park located in Westerly,,
596,596,East Matunuck State Beach,State Park,Succotash,South Kingstown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,Y,-71.52599,41.377811,East Matunuck State Beach is a State Park located in South Kingstown,,
597,597,Roger Wheeler State Beach,State Park,Sand Hill Cove,Narragansett,State,,,RI DEM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,Y,-71.499466,41.373315,Roger Wheeler State Beach is a State Park located in Narragansett,,
600,600,Camp Cronin,Fishing / Boating,Ocean,Narragansett,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,Y,-71.485847,41.362218,Camp Cronin is a Fishing / Boating located in Narragansett,,
601,601,Charlestown Town Beach,Local Park,Brown Hill,Charlestown,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N,-71.625667,41.361211,Charlestown Town Beach is a Local Park located in Charlestown,,
602,602,Charlestown Breachway Campground,State Park,Charlestown Beach,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,N,Y,-71.638085,41.358216,Charlestown Breachway Campground is a State Park located in Charlestown,,
604,604,Ninigret Conservation Area,Conservation Area,Beach,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,N,Y,-71.675443,41.348071,Ninigret Conservation Area is a Conservation Area located in Charlestown,,
605,605,Quonochontaug Fishing Area,Fishing / Boating,Beach,Charlestown,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,N,N,-71.722246,41.336573,Quonochontaug Fishing Area is a Fishing / Boating located in Charlestown,,
606,606,Misquamicut State Beach,State Park,Atlantic,Westerly,State,,,RI DEM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,N,-71.803578,41.323164,Misquamicut State Beach is a State Park located in Westerly,,
607,607,Westerly Town Beach,Local Park,Atlantic,Westerly,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Y,N,-71.790545,41.325007,Westerly Town Beach is a Local Park located in Westerly,,
609,609,Settler's Rock,Local Park,Corn Neck,New Shoreham,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N,N,-71.567455,41.2246,Settler's Rock is a Local Park located in New Shoreham,,
611,611,Clay Head,Conservation Area,Clayhead,New Shoreham,Non-Governmental Org,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,Y,-71.562078,41.208542,Clay Head is a Conservation Area located in New Shoreham,,
614,614,Rodman's Hollow,Conservation Area,Black Rock,New Shoreham,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N,Y,-71.59079,41.152571,Rodman's Hollow is a Conservation Area located in New Shoreham,,
616,616,Chepiwanoxet,Local Park,John Wickes,Warwick,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,N,N,-71.4421,41.673582,Chepiwanoxet is a Local Park located in Warwick,,
617,617,Lincoln Park,Local Park,Kentucky,Warwick,Municipal,,,Municipal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,N,-71.436914,41.73703,Lincoln Park is a Local Park located in Warwick,,
621,621,Merrill S. Whipple Conservation,Management Area,Sandy Bottom,Coventry,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,N,N,-71.556304,41.688168,Merrill S. Whipple Conservation is a Management Area located in Coventry,,
624,624,East Bay Bike Path,State Park,Franklin,Warren,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,N,N,-71.28067,41.725813,East Bay Bike Path is a State Park located in Warren,,
627,627,Buttonhole Golf Course,Local Park,King Philip,Johnston,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,N,Y,-71.46351,41.825323,Buttonhole Golf Course is a Local Park located in Johnston,,
628,628,Waterplace Park,Local Park,Finance,Providence,Municipal,,,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N,N,-71.41397,41.827199,Waterplace Park is a Local Park located in Providence,,
635,635,St. Andrew's Farm,Athletic Facility,Middle,Barrington,Municipal,,,Municipal,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Y,N,-71.331377,41.748697,St. Andrew's Farm is a Athletic Facility located in Barrington,,
636,636,Salty Brine State Beach,State Park,Sand Hill Cove,Narragansett,State,,,RI DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,N,Y,-71.512802,41.375436,Salty Brine State Beach is a State Park located in Narragansett,,
640,640,Barrington High School,School,Lincoln,Barrington,School,,,School,0,3,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.320014,41.747694,Barrington High School is a School located in Barrington,,
641,641,Coventry High School,School,Club House,Coventry,School,,,School,0,1,1,1,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.594567,41.684571,Coventry High School is a School located in Coventry,,
642,642,Cranston High School West,School,Phoenix,Cranston,School,,,School,0,1,1,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.478998,41.773368,Cranston High School West is a School located in Cranston,,
644,644,Tucker Field,Athletic Facility,Mendon,Cumberland,Municipal,,,Municipal,0,2,1,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.443601,41.963694,Tucker Field is a Athletic Facility located in Cumberland,,
646,646,East Providence High School,School,Pawtucket,East Providence,School,,,School,0,3,6,1,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.352663,41.819228,East Providence High School is a School located in East Providence,,
648,648,Ponagansett School,School,Anan Wade,Glocester,School,,,School,0,2,2,1,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,Y,-71.714499,41.867309,Ponagansett School is a School located in Glocester,,
650,650,Lincoln Junior / Senior High,School,Old River,Lincoln,School,,,School,0,2,2,1,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.451391,41.937735,Lincoln Junior / Senior High is a School located in Lincoln,,
655,655,Notte Memorial Park,Local Park,Douglas,North Providence,Municipal,,,Municipal,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Y,Y,-71.46276,41.871503,Notte Memorial Park is a Local Park located in North Providence,,
657,657,North Smithfield High School,School,Greenville,North Smithfield,School,,,School,0,2,1,1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,Y,-71.544471,41.951657,North Smithfield High School is a School located in North Smithfield,,
658,658,Hope High School,School,Brown,Providence,School,,,School,1,2,1,1,2,1,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Y,N,-71.403795,41.834295,Hope High School is a School located in Providence,,
660,660,Smithfield High School,School,Rosewood,Smithfield,School,,,School,0,2,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N,N,-71.544006,41.879808,Smithfield High School is a School located in Smithfield,,
664,664,Gorton School,School,Draper,Warwick,School,,,School,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N,N,-71.377782,41.70619,Gorton School is a School located in Warwick,,
