ADA,About_Links,Acres_Miles,Active Rec,Additional_Names,Ball Field,Basketball Court,Beach,Bike Path,Boating,ConsJuri,ConsType,Contact_Info,Contact_Info_Seasonal,Description,Dogs_Allowed,Fishing,Football Field,GoRI_Incude_Suggestion,GoRI_TestFlag,GoRI_subset,Golf,Hunting,Ice Hockey Rink,LWCFGrant,Lat,Lon,Map_Links,Multi-use Field,Name,NoGoRI_Incude_Why,OBJECTID,OwnerTyp,Picnic_Area,Playground,Pool,RestRoom,Short_Description,Skate Park,Soccer Field,StateGrant,Steward,Street,Street_Type,Street Hockey Rink,Stroller_Friendly,Tennis,Town,Track,Trails,Type,Volleyball Court,Walking Path,KeyID
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.7945202,-71.36986782,,0,Squantum Woods Grove,,386,MUN,,0,0,0,Squantum Woods Grove is a Local Park located in East Providence,0,0,N,,Veterans Memorial,Parkway,0,,0,East Providence,0,1,Local Park,0,0,386
,,,1,,3,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,Y,41.79338767,-71.43684644,,0,JT Owens Park,,387,STA,,1,0,0,JT Owens Park is a Local Park located in Providence,0,0,N,,Niantic,Avenue,0,,2,Providence,0,0,Local Park,0,0,387
,,,1,,3,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.770825,-71.4003067,,0,Fay Memorial Field,,392,STA,,0,0,0,Fay Memorial Field is a Local Park located in Cranston,0,0,N,,Dallas,Avenue,0,,0,Cranston,0,0,Local Park,0,0,392
Yes,,31 acres,0,,0,0,0,0,0,,,(401) 667-6200,,"Although State owned, Meshanticut is really more of a neighborhood park.  However it is situated along the Washington Secondary Bikeway and a great place to take a break or enjoy a picnic.",Yes,1,0,,,Y,0,0,0,N,41.76870451,-71.47604276,,0,Meshanticut Park,,393,STA,Yes,0,0,0,Meshanticut Park is a State Park located in Cranston,0,0,N,,Lakeview,Road,0,Yes,0,Cranston,0,0,State Park,0,0,393
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,Y,41.75303517,-71.32167619,,0,Walker Farm,,397,MUN,,0,0,0,Walker Farm is a Fishing & Boating Area located in Barrington,0,0,N,,County,Road,0,,0,Barrington,0,0,Fishing & Boating Area,0,0,397
,,,1,,0,1,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.75852018,-71.39780118,,0,Adams Playground,,400,MUN,,1,0,0,Adams Playground is a Local Park located in Warwick,0,0,N,,Washington ,Street,0,,0,Warwick,0,0,Local Park,0,1,400
Yes,http://www.riparks.com/Locations/LocationHaines.html,102 acres,1,Haines Memorial State Park,3,0,0,0,1,,,(401) 253-7482,,"Overlooking the water of Narragansett Bay. Intersected by East Bay Bike Path. 33 picnic sites each with a fireplace. Two baseball fields, and a dog walking area called Paws path. (The Eastern portion of this, including ball fields and dog path, is operated by the town of Barrington)",Yes,1,0,,,Y,0,0,0,Y,41.75232442,-71.34613697,,1,Haines Park,,404,STA,Yes,0,0,1,Haines Park is a State Park located in Barrington,0,1,N,,Haines Park,Road,0,No,0,Barrington,0,0,State Park,0,0,404
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.75286131,-71.38346168,,0,Salter Grove,,405,STA,,1,0,0,Salter Grove is a Local Park located in Warwick,0,0,N,,Narragansett,Parkway,0,,0,Warwick,0,0,Local Park,0,0,405
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.74818174,-71.29998844,,0,Hampdem Meadows Greenbelt,,407,MUN,,0,0,0,Hampdem Meadows Greenbelt is a Conservation Area located in Barrington,0,0,Y,,Lafayette,Court,0,,0,Barrington,0,1,Conservation Area,0,0,407
,,,1,,1,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.73250523,-71.71844719,,1,Woody Lowden Recreation Center,,416,MUN,,1,0,0,Woody Lowden Recreation Center is a Athletic Field located in Foster,0,1,Y,,Howard Hill,Road,0,,0,Foster,0,0,Athletic Field,0,1,416
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.72286827,-71.31019269,,0,Barrington Town Beach,,425,MUN,,0,0,1,Barrington Town Beach is a Local Park located in Barrington,0,0,Y,,Bay,Road,0,,0,Barrington,0,0,Local Park,0,0,425
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.72295818,-71.28495673,,0,Warren Town Beach,,426,MUN,,1,0,0,Warren Town Beach is a Local Park located in Warren,0,0,N,,Water,Street,0,,0,Warren,0,0,Local Park,0,0,426
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.71665252,-71.35973888,,0,Conimicut Pt. Beach,,429,MUN,,0,0,1,Conimicut Pt. Beach is a Local Park located in Warwick,0,0,Y,,Point,Avenue,0,,0,Warwick,0,0,Local Park,0,0,429
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,N,41.69342239,-71.7727351,,0,Nicholas Farm,,438,STA,,0,0,0,Nicholas Farm is a Management Area located in Coventry,0,0,N,,Plainfield Pike,,0,,0,Coventry,0,1,Management Area,0,0,438
,,,0,,0,0,1,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.70325121,-71.45480306,,0,Gorton's Pond Beach,,441,MUN,,1,0,0,Gorton's Pond Beach is a Local Park located in Warwick,0,0,Y,,Post ,Road,0,,0,Warwick,0,0,Local Park,0,0,441
,,,1,,1,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.68800767,-71.27165638,,2,Bristol Junior-Senior High Sch.,,451,SCH,,0,0,0,Bristol Junior-Senior High Sch. is a School located in Bristol,0,2,N,,Chestnut,Street,0,,6,Bristol,1,0,School,0,0,451
Yes,http://www.riparks.com/Locations/LocationColt.html,464 acres,1,,0,0,0,0,1,,,[401] 253-7482,,"Colt State Park is often referred to as the 'Gem' of the State Parks System. The entire western border of the park is an open panorama onto Narragansett Bay. Open year round, the park offers four miles of bicycle trails passing along the Bay and through 464 acres of groomed fruit trees, carefully nurtured flowering bushes, and manicured lawns. Rich in history, it proudly displays ten large playfields, a historical museum, six picnic groves containing 400+ picnic tables, and its popular open air Chapel-By-The-Sea.",Yes,1,0,,,Y,0,0,0,N,41.6770906,-71.29746634,,4,Colt State Park,,457,STA,Yes,0,0,1,Colt State Park is a State Park located in Bristol,0,0,N,,Asylum,Road,0,Yes,0,Bristol,0,0,State Park,0,1,457
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.63472387,-71.60385252,,0,Big River Reservoir,,461,STA,,0,0,0,Big River Reservoir is a Management Area located in West Greenwich,0,0,N,,Burnt Sawmill,,0,,0,West Greenwich,0,1,Management Area,0,0,461
Yes,http://www.riparks.com/Locations/LocationGoddard.html,490 acres,1,Goddard Memorial State Park,0,0,0,0,1,,,(401) 884-0088,,"One of Rhode Island's most popular local parks, offering a 9 hole golf course, an equestrian show area, bridle trails, picnic tables, game fields and a new performing arts center for weddings, concerts, picnics and special events.",Yes,1,0,,,Y,1,0,0,Y,41.65924781,-71.43722388,,0,Goddard Park,,464,STA,Yes,0,0,1,Goddard Park is a State Park located in Warwick,0,0,N,,Ives,Road,0,Yes,0,Warwick,0,1,State Park,0,1,464
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.65590721,-71.34316306,,0,North Prudence Island,,467,STA,,0,0,0,North Prudence Island is a Management Area located in Portsmouth,0,0,N,,Neck Farm,Road,0,,0,Portsmouth,0,1,Management Area,0,0,467
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.65565899,-71.36003371,,0,Patience Island,,469,STA,,0,0,0,Patience Island is a Management Area located in Portsmouth,0,0,N,,Neck Farm,Road,0,,0,Portsmouth,0,1,Management Area,0,0,469
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,Y,41.65670916,-71.44894529,,0,East Greenwich Town Boat Launch,,473,MUN,,0,0,0,East Greenwich Town Boat Launch is a Local Park located in East Greenwich,0,0,Y,,Crompton,Avenue,0,,0,East Greenwich,0,0,Local Park,0,0,473
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.63571918,-71.24364399,,0,Boyds Marsh,,477,STA,,0,0,0,Boyds Marsh is a Management Area located in Portsmouth,0,0,N,,Bay View,Avenue,0,,0,Portsmouth,0,0,Management Area,0,0,477
,,,1,,0,0,1,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.62541621,-71.21983186,,0,Teddy's Beach,,484,MUN,,0,0,0,Teddy's Beach is a Local Park located in Portsmouth,0,0,N,,Park,Avenue,0,,0,Portsmouth,0,0,Local Park,0,0,484
,,,1,,4,3,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.6108262,-71.25101714,,4,Portsmouth High School,,489,SCH,,0,0,0,Portsmouth High School is a School located in Portsmouth,0,2,N,,Education,Lane,0,,8,Portsmouth,1,0,School,0,0,489
Yes,,,0,,0,0,0,0,0,,,,,A scenic overlook on West Main Road in Portsmouth with a view of Narragansett Bay's East Passage & Prudence Island.,Yes,0,0,,,Y,0,0,0,N,41.61138656,-71.26029934,,0,Lehigh Hill Grove,,490,STA,No,0,0,0,Lehigh Hill Grove is a State Park located in Portsmouth,0,0,N,,Main,Road,0,,0,Portsmouth,0,0,State Park,0,0,490
No,,5 acres,0,,0,0,0,0,0,,,(401) 667-6200,,A shady grove at the foot of the Mt Hope bridge in Portsmouth with a monument commemorating the participation African American soldiers in the 1st Rhode Island Regiment of the Continental Army.,Yes,0,0,,,Y,0,0,0,N,41.63357825,-71.25514099,,0,Black Regiment Memorial Park,not much of a destination,495,STA,Yes,0,0,0,Black Regiment Memorial Park is a State Park located in Portsmouth,0,0,N,,Musselbed Shoal,Road,0,No,0,Portsmouth,0,0,State Park,0,0,495
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.6026252,-71.45646622,,0,Devil's Foot Rock,,496,STA,,0,0,0,Devil's Foot Rock is a Conservation Area located in North Kingstown,0,0,N,,Post,Road,0,,0,North Kingstown,0,0,Conservation Area,0,0,496
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,Y,41.58792314,-71.32357555,,0,South Prudence Island,,497,STA,,0,0,0,South Prudence Island is a Management Area located in Portsmouth,0,0,N,,Pleasant,Avenue,0,,0,Portsmouth,0,1,Management Area,0,0,497
,,62 acres,0,,0,0,0,0,0,,,,,A Native American stone fortification set into massive glacial boulders.,,0,0,,,Y,0,0,0,N,41.59032929,-71.52201244,,0,Queen's Fort Historic Site,Overgrown trails and limited parking.  Archaelogical sensitivity ,500,STA,,0,0,0,Queen's Fort Historic Site is a State Park located in Exeter,0,0,N,,Lantern,Lane,0,,0,Exeter,0,0,State Park,0,0,500
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,Y,41.58142007,-71.47315269,,0,Cocumscussoc Park,,501,STA,,0,0,0,Cocumscussoc Park is a Conservation Area located in North Kingstown,0,0,N,,Post,Road,0,,0,North Kingstown,0,1,Conservation Area,0,0,501
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.58218504,-71.20941082,,0,Seapowet Marsh,,502,STA,,0,0,0,Seapowet Marsh is a Fishing & Boating Area located in Tiverton,0,0,N,,Seapowet,Avenue,0,,0,Tiverton,0,0,Fishing & Boating Area,0,0,502
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,Y,41.57405751,-71.78637554,,0,Beach Pond State Park,,504,STA,,0,0,0,Beach Pond State Park is a Fishing & Boating Area located in Exeter,0,0,N,,Ten Rod,Road,0,,0,Exeter,0,1,Fishing & Boating Area,0,0,504
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.57787738,-71.45280048,,0,North Kingstown Town Boat Launch,,505,MUN,,0,0,0,North Kingstown Town Boat Launch is a Local Park located in North Kingstown,0,0,N,,Flat Fish,Alley,0,,0,North Kingstown,0,0,Local Park,0,0,505
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.56669276,-71.44397787,,0,North Kingstown Town Beach,,509,MUN,,1,0,1,North Kingstown Town Beach is a Local Park located in North Kingstown,0,0,N,,Beach,Street,0,,0,North Kingstown,0,0,Local Park,0,0,509
,,,1,,0,0,1,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.55625372,-71.21317045,,0,Fogland Beach,,510,MUN,,0,0,1,Fogland Beach is a Local Park located in Tiverton,0,0,N,,Three Rod,Way,0,,0,Tiverton,0,0,Local Park,0,0,510
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.55709243,-71.44660868,,3,North Kingstown High School,,512,SCH,,0,0,0,North Kingstown High School is a School located in North Kingstown,0,3,N,,Fairway,Drive,0,,6,North Kingstown,1,0,School,0,0,512
,,,2,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.58083531,-71.72419876,,0,Arcadia Management Area,,513,STA,,0,0,0,Arcadia Management Area is a Management Area located in Exeter,0,0,N,,Ten Rod,Road,0,,0,Exeter,0,1,Management Area,0,0,513
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.55332581,-71.23627473,,0,Sandy Point Beach,,515,MUN,,0,0,1,Sandy Point Beach is a Local Park located in Portsmouth,0,0,Y,,Sandy Point,Avenue,0,,0,Portsmouth,0,0,Local Park,0,0,515
No,http://www.riparks.com/Locations/LocationJohnHChafee.html,248 acres,0,John H. Chafee Nature Preserve,0,0,0,0,0,,,(401) 884-2010,,This is a popular destination for casual hikers and dog walkers.  From the parking area on Boston Neck Road a unpaved road leads to Narragansett Bay and several intersecting trails.  It's great seal watching spot in winter.,Yes,1,0,,,Y,0,0,0,N,41.54018644,-71.43125142,,0,John H Chafee Rome Point Preserve,,516,STA,No,0,0,0,John H Chafee Rome Point Preserve is a State Park located in North Kingstown,0,0,N,,Boston Neck,Road,0,No,0,North Kingstown,0,1,State Park,0,0,516
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.54493826,-71.20302047,,0,May C. Donovan Marsh,,517,STA,,0,0,0,May C. Donovan Marsh is a Conservation Area located in Little Compton,0,0,N,,Francis,Lane,0,,0,Little Compton,0,0,Conservation Area,0,0,517
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.54067467,-71.47031642,,0,Shady Lea,,520,STA,,0,0,0,Shady Lea is a Conservation Area located in North Kingstown,0,0,N,,Colonel Rodman,Hwy,0,,0,North Kingstown,0,0,Conservation Area,0,0,520
,,,1,,0,0,0,0,1,,,,,,,1,0,,,Y,0,0,0,N,41.53821344,-71.47007532,,0,Silver Spring Lake Fishing Area,,522,STA,,0,0,0,Silver Spring Lake Fishing Area is a Fishing & Boating Area located in North Kingstown,0,0,N,,Silver Spring,Road,0,,0,North Kingstown,0,0,Fishing & Boating Area,0,0,522
,,,0,,0,0,1,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.53823655,-71.38578005,,0,Jamestown Shores Beach,,523,MUN,,0,0,0,Jamestown Shores Beach is a Local Park located in Jamestown,0,0,N,,Seaside,Drive,0,,0,Jamestown,0,0,Local Park,0,0,523
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,1,0,N,41.50593813,-71.75704728,,0,Rockville Management,,527,STA,,0,0,0,Rockville Management is a Management Area located in Hopkinton,0,0,N,,Canonchet,Road,0,,0,Hopkinton,0,1,Management Area,0,0,527
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.49841364,-71.32250821,,0,Van Zandt Pier,,535,MUN,,0,0,0,Van Zandt Pier is a Local Park located in Newport,0,0,Y,,Van Zandt,Street,0,,0,Newport,0,0,Local Park,0,0,535
Yes,,2 acres,0,The Tower,0,0,0,0,0,,,(401) 667-6200,,"This iconic landmark at the intersection of Routes 1 & 138 offers a sweeping view of Narragansett Bay and the Atlantic Ocean.  Built by the Civilian Conservation Corps in 1938, it was rebuilt in 1988 using the original timber framework.",No,0,0,,,Y,0,0,0,N,41.49504847,-71.45588557,,0,Hannah Robinson Tower,,540,STA,,0,0,0,Hannah Robinson Tower is a State Park located in South Kingstown,0,0,N,,Bridgetown,Road,0,No,0,South Kingstown,0,0,State Park,0,0,540
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.49385842,-71.13778201,,0,Little Compton Town Beach,,541,MUN,,0,0,0,Little Compton Town Beach is a Local Park located in Little Compton,0,0,N,,Shore,Road,0,,0,Little Compton,0,0,Local Park,0,0,541
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.48052468,-71.24299068,,0,Sachuest Pt. National Refuge,,545,FED,,0,0,0,Sachuest Pt. National Refuge is a Conservation Area located in Middletown,0,0,N,,Sachuest Point,Road,0,,0,Middletown,0,1,Conservation Area,0,1,545
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.46908363,-71.68852297,,0,Carolina Management  Area,,546,STA,,0,0,0,Carolina Management  Area is a Management Area located in Richmond,0,0,N,,Meadowbrook,Trail,0,,0,Richmond,0,1,Management Area,0,0,546
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.48765177,-71.25745258,,0,Second Beach,,547,MUN,,0,0,1,Second Beach is a Local Park located in Middletown,0,0,N,,Sachuest Point,Road,0,,0,Middletown,0,0,Local Park,0,0,547
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.48795321,-71.29183492,,0,Easton's Beach,,548,MUN,,0,0,0,Easton's Beach is a Local Park located in Newport,0,0,Y,,Memorial,Boulevard,0,,0,Newport,0,0,Local Park,0,0,548
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.48891754,-71.38410629,,0,Jamestown Town Beach,,549,MUN,,0,0,0,Jamestown Town Beach is a Local Park located in Jamestown,0,0,N,,Beavertail,Road,0,,0,Jamestown,0,0,Local Park,0,0,549
,,3 acres,0,,0,0,0,0,0,,,,,"Just a short walk from the parking area on Tuckerman Ave in Middletown.  Purgatory Chasm is deep, narrow cleft in the cliff overlooking Second Beach and the Atlantic Ocean.  The site is well worth a visit.",Yes,0,0,,,Y,0,0,0,N,41.48681422,-71.2684191,,0,Purgatory Chasm,,550,STA,No,0,0,0,Purgatory Chasm is a State Park located in Middletown,0,0,N,,Tuckerman,Avenue,0,,0,Middletown,0,0,State Park,0,0,550
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.46467079,-71.57805349,,0,Great Swamp Management Area,,552,STA,,0,0,0,Great Swamp Management Area is a Management Area located in South Kingstown,0,0,N,,Great Neck,Road,0,,0,South Kingstown,0,1,Management Area,0,0,552
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.47589496,-71.29730786,,0,Cliff Walk,,553,MUN,,0,0,0,Cliff Walk is a Local Park located in Newport,0,0,N,,Narragansett,,0,,0,Newport,0,0,Local Park,0,1,553
Yes,http://www.riparks.com/Locations/LocationFortAdams.html,100 acres,1,,0,0,0,0,1,,,[401] 847-2400,,"The second largest bastioned fort in the U.S. Key to Narragansett Bay area defenses, 1799 to 1945. Designed to be the most heavily armed fort in America and to garrison 2,400 troops. Three tiers of guns defended Narragansett Bay's East Passage. Situated at the mouth of the Newport Harbor, offers panoramic view of both Newport Harbor and the East Passage of Narragansett Bay. Activities including salt water bathing, fishing, boating, soccer, rugby and picnicking. Fort Adams is perhaps best known for its annual summer concerts when the jazz and folk festivals draw thousands to enjoy the music and beautiful surroundings.",Yes,1,0,,,Y,0,0,0,Y,41.47532818,-71.33828531,,3,Fort Adams State Park,,554,STA,Yes,0,0,1,Fort Adams State Park is a State Park located in Newport,0,3,N,,Fort Adams,Drive,0,Yes,0,Newport,0,0,State Park,0,1,554
Yes,http://www.riparks.com/Locations/LocationFortWetherill.html,61.5 acres,1,,0,0,0,0,1,,,(401) 423-1771,,"Fort Wetherill State Park, situated upon 100 foot high granite cliffs across the water from Fort Adams State Park, is a former coastal defense battery and training camp. Known for its spectacular view of Newport Harbor and the East Passage of Narragansett Bay, Fort Wetherill has been a popular sight for viewing the numerous Tall Ship Events and America平s Cup Races. The area is also a major attraction for scuba diving, with Diving Clubs from New York State, Connecticut, Massachusetts and Rhode Island using the facilities at the boat ramp year round. Additionally, the park offers family and group picnicking, boating, fishing, hiking and exploring on the park平s 61.5 acres of property.",Yes,1,0,,,Y,0,0,0,Y,41.48021883,-71.36527682,,0,Fort Wetherill,,555,STA,Yes,0,0,1,Fort Wetherill is a State Park located in Jamestown,0,0,N,,Fort Wetherill,,0,Yes,0,Jamestown,0,0,State Park,0,0,555
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.46977997,-71.32053993,,0,Rogers High School,,557,SCH,,0,0,0,Rogers High School is a School located in Newport,0,1,N,,Wickham,Road,0,,6,Newport,1,0,School,0,0,557
Yes,http://www.riparks.com/Locations/LocationBeavertail.html,194 acres,0,Beavertail Light,0,0,0,0,0,,,[401] 884-2010,[401] 423-9941,"Beavertail State Park, located in Jamestown, Rhode Island, is known for offering some of the most beautiful vistas along the New England coastline. The Park attracts people from all over the country, to enjoy its pristine environment. Beavertail平s most popular activity is sightseeing, and can be done from the comfort of a vehicle, in one of the four overlooks or on foot, from the rocky coastline. Beavertail also provides some of the best saltwater fishing in the area, along with offering hiking trails, and a naturalist program that attracts hundreds of people each year.芲",Yes,1,0,,,Y,0,0,0,Y,41.45677614,-71.39702944,,0,Beavertail State Park,,560,STA,Yes,0,0,1,Beavertail State Park is a State Park located in Jamestown,0,0,N,,Beavertail,Road,0,No,0,Jamestown,0,0,State Park,0,0,560
Yes,http://www.riparks.com/Locations/LocationBrentonPoint.html,88.9 acres,0,Brenton Reef,0,0,0,0,0,,,[401] 847-2400,[401] 849-4562,"Occupying the former grounds of one of Newport's grandest estates, Brenton Point State Park affords its visitors one of the most commanding and spectacular views on the East Coast. The park is located at the point of land where Narragansett Bay meets the Atlantic, midway along renowned Ocean Drive. Visitors can enjoy picnicking, hiking, fishing or just relaxing with the cool breezes and majestic views of the Atlantic.",Yes,1,0,,,Y,0,0,0,Y,41.45196351,-71.35443376,,1,Brenton Point Park,,561,STA,Yes,0,0,1,Brenton Point Park is a State Park located in Newport,0,0,N,,Atlantic,Avenue,0,Yes,0,Newport,0,0,State Park,0,0,561
,,,0,,0,0,1,0,0,,,,,,,1,0,,,Y,0,0,0,Y,41.45435982,-71.34235338,,0,Kings Beach,,562,STA,,0,0,0,Kings Beach is a Fishing & Boating Area located in Newport,0,0,N,,Price's Neck,Road,0,,0,Newport,0,0,Fishing & Boating Area,0,0,562
,,,1,,0,1,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.45324731,-71.50685616,,0,Frank Fagan Park,,563,MUN,,1,0,0,Frank Fagan Park is a Local Park located in South Kingstown,0,0,Y,,Dam,Street,0,,0,South Kingstown,0,0,Local Park,0,1,563
,,,1,,4,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.45079299,-71.69733893,,2,Chariho High School,,564,SCH,,0,0,0,Chariho High School is a School located in Richmond,0,2,N,,Switch,Road,0,,4,Richmond,1,0,School,0,0,564
,,,1,,3,0,0,0,0,,,,,,,0,2,,,Y,0,0,0,Y,41.63710485,-71.48366356,,4,East Greenwich High School,,569,MUN,,1,0,0,East Greenwich High School is a Athletic Field located in East Greenwich,1,4,N,,Avenger,Drive,0,,6,East Greenwich,1,0,Athletic Field,0,0,569
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,42.0100352,-71.50952688,,0,World War II Park,,570,MUN,,1,0,1,World War II Park is a Local Park located in Woonsocket,0,0,N,,School,Street,0,,4,Woonsocket,0,0,Local Park,0,0,570
,,,1,,1,2,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.99774171,-71.53058882,,1,Dunn Park,,571,MUN,,1,0,0,Dunn Park is a Local Park located in Woonsocket,0,1,N,,Mason,Street,1,,3,Woonsocket,0,0,Local Park,0,1,571
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,Y,41.43964766,-71.4609173,,0,Canonchet Farm,,574,MUN,,0,0,1,Canonchet Farm is a Conservation Area located in Narragansett,0,0,N,,Anne Hoxsie,Lane,0,,0,Narragansett,0,1,Conservation Area,0,0,574
,,,1,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.43840127,-71.69017184,,0,Meadow Brook Pond,,576,STA,,0,0,0,Meadow Brook Pond is a Fishing & Boating Area located in Richmond,0,0,N,,Church,Street,0,,0,Richmond,0,1,Fishing & Boating Area,0,0,576
,,,0,,0,0,1,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.43560611,-71.45525383,,0,Narragansett Town Beach,,577,MUN,,0,0,1,Narragansett Town Beach is a Local Park located in Narragansett,0,0,N,,Beach,Street,0,,0,Narragansett,0,0,Local Park,0,0,577
,,,0,,0,0,0,0,0,,,,,,,1,0,,,Y,0,0,0,N,41.42804251,-71.497271,,1,Marina Park,,580,MUN,,0,0,1,Marina Park is a Local Park located in South Kingstown,0,0,Y,,Salt Pond,Road,0,,0,South Kingstown,0,0,Local Park,0,1,580
,,,1,,2,0,0,0,0,,,,,,,0,1,,,Y,0,0,0,N,41.42977653,-71.47056645,,3,Narragansett High School,,581,SCH,,0,0,0,Narragansett High School is a School located in Narragansett,0,3,N,,S Pier,Road,0,,0,Narragansett,1,0,School,0,0,581
Yes,http://www.riparks.com/Locations/LocationScarborough.html,30 acres,0,Scarborough State Beach Complex,0,0,1,0,0,,,(401) 789-8374,(401) 789-2324,"People of all ages will find activities of interest from sun bathing on Scarborough's sandy beach, and people watching on its boardwalk to picnicking under shaded shelters, and saltwater bathing in one of Rhode Island平s most popular spots.",No,0,0,,,Y,0,0,0,Y,41.38970208,-71.4726791,,0,Scarborough State Beach,,585,STA,Yes,0,0,1,Scarborough State Beach is a State Park located in Narragansett,0,0,N,,Ocean,Road,0,Yes,0,Narragansett,0,0,State Park,0,0,585
,,,1,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.37737746,-71.74580578,,0,Woody Hill Area,,586,STA,,0,0,0,Woody Hill Area is a Management Area located in Westerly,0,0,N,,Woody Hill,Road,0,,0,Westerly,0,1,Management Area,0,0,586
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.3815532,-71.77534604,,0,Newton Swamp,,587,STA,,0,0,0,Newton Swamp is a Management Area located in Westerly,0,0,N,,Westerly-Bradford,Road,0,,0,Westerly,0,1,Management Area,0,0,587
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,0,0,N,41.38295796,-71.58502628,,0,Trustom Pond National Wildlife Refuge,,589,FED,,0,0,0,Trustom Pond National Wildlife Refuge is a Conservation Area located in South Kingstown,0,0,N,,Matunuck Schoolhouse,Road,0,,0,South Kingstown,0,1,Conservation Area,0,0,589
No,,2 acres,0,,0,0,0,0,0,,,(401) 667-6200,,An historic fort or trading post was once situated on this spot overlooking Ninigret Pond in Charlestown. ,Yes,0,0,,,Y,0,0,0,N,41.38111243,-71.64786675,,0,Fort Ninigret,,591,STA,Yes,0,0,0,Fort Ninigret is a State Park located in Charlestown,0,0,N,,Fort Ninigret,Road,0,No,0,Charlestown,0,0,State Park,0,0,591
,,,0,,0,0,0,0,0,,,,,,,0,0,,,Y,0,1,0,N,41.40476861,-71.70753614,,0,Burlingame Management Area,,592,STA,,0,0,0,Burlingame Management Area is a Management Area located in Charlestown,0,0,N,,Buckeye Brook,Road,0,,0,Charlestown,0,1,Management Area,0,0,592
